"mcode","munnom","madr1","madr2","madr3","madr4","mcodpos","mcourriel","mweb","mtel","mfax","mcodedesi","mdes","mgentile","regadm","divrec","mrc","admregionale","horsmrcautoch","mdatcons","mdatregi","msuperf","mpopul","datelec","electype","delectype","elecmode","delecmode","divter","mcm","mcirc","msupft","maire","con1","con2","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30","con31","con32","con33","con34","con35","con36","con37","con38","con39","con40","con41","con42","con43","con44","con45","con46","con47","con48","con49","con50","con51","con52","con53","con54","con55","con56","con57","con58","con59","con60","con61","con62","con63","con64","con65","con66","con67","con68","con69","con70","con71","con72","con73","con74","con75","dirgen","dirsecpub","tres","gref","sectres","polic","incen","loisir","trvpub","mesurg","urban","communic","permis","batim","nd"
"33007","Saint-Sylvestre","423B, rue Principale","Saint-Sylvestre","423B, rue Principale","Saint-Sylvestre","G0S3C0","info@st-sylvestre.org","www.st-sylvestre.org","4185962384","4185962375","05","Municipalité","Sylvestois, oise*","Chaudière-Appalaches (12)","Lotbinière (33)","MRC Lotbinière (330)","","","1996-12-04","","148.27","1051","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Lotbinière-Frontenac (810)","148.19","Nancy Lehoux","Gilbert Bilodeau","Line Nadeau","Eric Gobeil","Sonia Lehoux","Christian Routhier","Steve Houley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Louise Breton","","","","Louise Breton","","Pierre Croteau","Laurence Nadeau-Larochelle","Stéphane Roussin","","","","Jacinthe Létourneau","",""
"71015","Saint-Télesphore","1425, route 340","Saint-Télesphore","1425, route 340","Saint-Télesphore","J0P1Y0","info@st-telesphore.ca","www.saint-telesphore.com","4502692999","4502692257","05","Municipalité","Télesphorois, oise","Montérégie (16)","Vaudreuil-Soulanges (71)","MRC Vaudreuil-Soulanges (710)","","","1877-04-19","","60.67","771","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Soulanges (220)","60.09","David Watson Mckay","Nathalie Lanthier","Mélissa Morin","Kim Jones","Paul Gauthier","Danny Raymond","Marie T. Dupont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Danielle Glode","","","","","","Marc-André Dubé","","","Danielle Glode","","","","",""
"07070","Saint-Tharcisius","55, rue Principale N.","Saint-Tharcisius","C.P. 10","Saint-Tharcisius","G0J3G0","sttharcisius@mrcmatapedia.quebec","","4186294727","4186295725","04","Paroisse","","Bas-Saint-Laurent (01)","La Matapédia (07)","MRC La Matapédia (070)","","","1937-12-04","","79.35","417","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Matane-Matapédia (842)","79.04","Renaud Arguin","Elphège Desrosiers","Marie-Sylvie Simoneau","Michel Gagné","Micheline Jean","Donald Clément","Annie Jalbert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nathalie Roy","","","","Nathalie Roy","","","Véronique Boucher","","","","Poste Vacant","Samuel Larouche","",""
"48045","Saint-Théodore-d'Acton","1661, rue Principale","Saint-Théodore-d'Acton","1661, rue Principale","Saint-Théodore-d'Acton","J0H1Z0","mun.st-theodore@mrcacton.qc.ca","www.st-theodore.com","4505462634","4505462526","05","Municipalité","Théodorien, ienne","Montérégie (16)","Acton (48)","MRC Acton (480)","","","1864-01-01","","83.64","1624","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Johnson (126)","83.4","Guy Bond","Éloi Champigny","Martin Jean-François","Éric Laliberté","Leduc Daniel","Lebel Jérémie ","Diane Daigneault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marc Levesque","","","","Marc Levesque","","Jean Fontaine","Beauregard Sarah","Mathieu Dalpé","","","","","Benoît Provost",""
"29005","Saint-Théophile","629, rue Principale","Saint-Théophile","C.P. 10","Saint-Théophile","G0M2A0","direction@sainttheophile.qc.ca","www.sainttheophile.qc.ca","4185973998","4185973015","05","Municipalité","Théophilien, ienne","Chaudière-Appalaches (12)","Beauce-Sartigan (29)","MRC Beauce-Sartigan (290)","","","1975-06-28","","436.42","698","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Beauce-Sud (802)","427.8","Alain Chabot","Paquet Patricia","Serge Beaudoin","Paula Lacoursière","Michel Marquis","Ghislain Faucher","Dominique Fortin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wardé Dib","","","","Wardé Dib","","Stéphane Maheux","","","","","","Anne-Catherine Dulac","",""
"61027","Saint-Thomas","1240, route 158","Saint-Thomas","1240, route 158","Saint-Thomas","J0K3L0","dlambert@saintthomas.qc.ca","www.saintthomas.qc.ca","4507593405","0000000000","05","Municipalité","Thomassien, ienne*","Lanaudière (14)","Joliette (61)","MRC Joliette (610)","","","1855-07-01","","95.03","3634","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Joliette (570)","94.58","André Champagne","Maurice Marchand","Claudia Rioux","Marie Ouellette","Agnès Derouin","Jacques Robitaille","Geneviève Henry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Danielle Lambert","","","","Danielle Lambert","","","Poste Vacant","","Danielle Lambert","","","Florence Paré","",""
"92045","Saint-Thomas-Didyme","9, avenue du Moulin","Saint-Thomas-Didyme","9, avenue du Moulin","Saint-Thomas-Didyme","G0W1P0","direction@stthomasdidyme.qc.ca","www.stthomasdidyme.qc.ca","4182743638","4182744176","05","Municipalité","Didymien, ienne*","Saguenay--Lac-Saint-Jean (02)","Maria-Chapdelaine (92)","MRC Maria-Chapdelaine (920)","","","1923-05-11","","360.6","740","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Roberval (930)","339.01","Sylvie Coulombe","Richard Duchesne","Léon-Paul Darveau","Martial St-Amant","Roger Landry","Laurie Godin","Danielle Coutu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lyne Mailloux","","","","Lyne Mailloux","","Jerry Piquette","","","Lyne Mailloux","","","Anny-Claude Boily-Maltais","",""
"34085","Saint-Thuribe","238, rue Principale","Saint-Thuribe","238, rue Principale","Saint-Thuribe","G0A4H0","dg@st-thuribe.net","www.st-thuribe.net","4183392171","          ","04","Paroisse","Thuribien, ienne*","Capitale-Nationale (03)","Portneuf (34)","MRC Portneuf (340)","","","1898-02-14","","51.12","316","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Portneuf (714)","50.91","Jacques Delisle","Valérie Jalbert","Nancy Trottier","Lise Chalifour","Odette Chalifour","Gratien Douville","MAXIME NOLIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Poste Vacant","","","","Poste Vacant","","Patrick Auger","","","Poste Vacant","","","","",""
"35027","Saint-Tite","540, rue Notre-Dame","Saint-Tite","540, rue Notre-Dame","Saint-Tite","G0X3H0","direction@villest-tite.com","www.villest-tite.com","4183655143","4183654020","10","Ville","Saint-Titien, ienne*","Mauricie (04)","Mékinac (35)","MRC Mékinac (350)","","","1998-12-23","","93.12","3770","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Champlain (676)","91.43","Annie Pronovost","Marc St-Amant","Gilles Goyette","Guy Baillargeon","Josée Chouinard","Pierre Frigon","Yvon Laforme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Michel Champagne","","Marie-Helene Piche","Julie Francoeur","","","Christian Paré","Isabelle Gauthier","Sylvain Déry","Michel Champagne","","","Jean-Yves Groulx","Jean-Yves Groulx",""
"21005","Saint-Tite-des-Caps","5, rue Leclerc","Saint-Tite-des-Caps","5, rue Leclerc","Saint-Tite-des-Caps","G0A4J0","info@sainttitedescaps.com","www.sainttitedescaps.com","4188232239","4188232527","05","Municipalité","Saint-Titois, oise","Capitale-Nationale (03)","La Côte-de-Beaupré (21)","MRC La Côte-de-Beaupré (210)","","","1872-12-24","","132.42","1519","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","Communauté métropolitaine de Québec (235)","Charlevoix--Côte-de-Beaupré (760)","131.02","Majella Pichette","Ghislain Lachance","Normand Duclos","Marie-Noël Duclos","Richard Poulin","Reynald Cormier","Éric Lachance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marc Lachance","","","","Marc Lachance","","Patrick Groupil","Vanessa Thériault-Dallaire","Daniel Fortin ","Marc Lachance","","","David Garceau","",""
"34090","Saint-Ubalde","427B, boulevard Chabot","Saint-Ubalde","427B, boulevard Chabot","Saint-Ubalde","G0A4L0","info@saintubalde.com","www.stubalde.com","4182772124","4182772055","05","Municipalité","Ubaldien, ienne","Capitale-Nationale (03)","Portneuf (34)","MRC Portneuf (340)","","","1973-03-03","","147.42","1536","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Portneuf (714)","140.62","Guy Germain","Louise Magnan","Louis Ouellet","Shirley Drouin","Michel Gingras","Pascal Cauchon","Mario Montambault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","July  Bédard","","","","","","Serge Auger","","","","","","","",""
"08073","Saint-Ulric","128, avenue Ulric-Tessier","Saint-Ulric","128, avenue Ulric-Tessier","Saint-Ulric","G0J3H0","st-ulric@lamatanie.ca","www.st-ulric.ca","4187374341","4187379242","05","Municipalité","Ulricois, oise*","Bas-Saint-Laurent (01)","Matane (08)","MRC La Matanie (080)","","","2000-01-12","","121.83","1691","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Matane-Matapédia (842)","120.15","Michel Caron","Gaétan Bergeron","Annie Bernier","Nancy Paquet","Poste Vacant","Jean-François Caron","Steve Bernier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Louise Coll","","","","Louise Coll","","Pierre Dugré","","","Louise Coll","","","Laurie Savard","",""
"16055","Saint-Urbain","917, rue Saint-Édouard","Saint-Urbain","917, rue Saint-Édouard","Saint-Urbain","G0A4K0","munsturb@sainturbain.qc.ca","www.sainturbain.qc.ca/","4186392467","4187601056","04","Paroisse","","Capitale-Nationale (03)","Charlevoix (16)","MRC Charlevoix (160)","","","1855-07-01","","333.39","1384","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Charlevoix--Côte-de-Beaupré (760)","327.77","Claudette Simard","Sandra Gilbert","Lyne Tremblay","Léonard Bouchard","Gaétan Boudreault","Denise Girard","Sylvain Girard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Martin Guérin","","","","Martin Guérin","","Cedric Châtigny","Stéphanie Dufour","Luc Dufour","Luc Dufour","","","Poste Vacant","",""
"70005","Saint-Urbain-Premier","204, rue Principale","Saint-Urbain-Premier","204, rue Principale","Saint-Urbain-Premier","J0S1Y0","dg@munsup.ca","www.saint-urbain-premier.com","4504273987","4504272056","05","Municipalité","Saint-Urbanais, aise*","Montérégie (16)","Beauharnois-Salaberry (70)","MRC Beauharnois-Salaberry (700)","","","1855-07-01","","53.54","1325","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Huntingdon (216)","53.52","Lucien Thibault","Antoine Quirion-Couture","Sylvain Mallette","Lyne Perras","Joël Beaudoin","Jean-Denis Paré","Francis Ranger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Julie Roy","","","","","","Philippe Thibault","","Martin Bujold","","","","","",""
"56030","Saint-Valentin","790, chemin de la 4e-Ligne","Saint-Valentin","790, chemin de la 4e-Ligne","Saint-Valentin","J0J2E0","administration@municipalite.saint-valentin.qc.ca","www.municipalite.saint-valentin.qc.ca","4502915422","4502915327","05","Municipalité","Valentin, ine*","Montérégie (16)","Le Haut-Richelieu (56)","MRC Le Haut-Richelieu (560)","","","1855-07-01","","39.4","432","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Huntingdon (216)","39.28","Pierre Chamberland","Gaétan Fortin","Nicole Lussier","Michelle Richer","Paolo Girard","Luc Van Velzen","Pierre Vallières","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brigitte Garceau","","","","Brigitte Garceau","","","Lise Deneault Kaech","","","","","Sylvie Larose Asselin","",""
"39135","Saint-Valère","2, rue  du Parc","Succ. Saint-Valère, Saint-Valère","2, rue  du Parc","Succ. Saint-Valère, Saint-Valère","G0P1M0","stvalere@msvalere.qc.ca","www.msvalere.qc,ca","8193533450","8193533459","05","Municipalité","Valèrien, ienne*","Centre-du-Québec (17)","Arthabaska (39)","MRC Arthabaska (390)","","","1862-01-01","","108.72","1185","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Arthabaska (144)","107.88","Marcel Normand","Guy Dupuis","Jacques Pepin","Éric Morissette","Nadia Hébert","Joséane Turgeon","Claudia Quirion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Karl Péguy Saint-Fort","","","","Karl Péguy Saint-Fort","","","","Yvan Verville","","","","Philippe Habel","",""
"10060","Saint-Valérien","181, route Centrale","Saint-Valérien","C.P. 9","Saint-Valérien","G0L4E0","direction@municipalite.saint-valerien.qc.ca","www.municipalite.saint-valerien.qc.ca","4187365047","4187365922","04","Paroisse","Valérienois, oise*","Bas-Saint-Laurent (01)","Rimouski-Neigette (10)","MRC Rimouski-Neigette (100)","","","1885-06-19","","147.86","944","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Rimouski (838)","144.94","Robert Savoie","Donald Dubé","Christian Beaulieu","Gilles St-Pierre","Ghislain Blais","France Michaud","Carl Desrosiers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marie-Paule Cimon","","","","Marie-Paule Cimon","","","","Bruno Marin","","","","Steeven Boucher","",""
"54065","Saint-Valérien-de-Milton","960, chemin de Milton","Saint-Valérien-de-Milton","960, chemin de Milton","Saint-Valérien-de-Milton","J0H2B0","administration@svm.quebec","www.st-valerien-de-milton.qc.ca","4505492463","4505492993","05","Municipalité","Valériennois, oise*","Montérégie (16)","Les Maskoutains (54)","MRC Les Maskoutains (540)","","","1864-01-01","","107.53","1782","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Johnson (126)","106.95","Daniel Paquette","Luc Tétreault","Rémi Tétreault","Sophie Côté","Huguette Benoit","Jules Normandin","Sylvain Laplante","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caroline Lamothe","","","","Caroline Lamothe","","Sylvain Laplante","Poste Vacant","Poste Vacant","Sylvain Laplante","","","Poste Vacant","",""
"19117","Saint-Vallier","367, avenue de l'Église","Saint-Vallier","367, avenue de l'Église","Saint-Vallier","G0R4J0","dg@stvallierbellechasse.qc.ca","www.stvallierbellechasse.qc.ca","4188842559","4188842454","05","Municipalité","Vallierois, oise*","Chaudière-Appalaches (12)","Bellechasse (19)","MRC Bellechasse (190)","","","1993-03-10","","60.72","1026","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Bellechasse (822)","44.88","Alain Vallières","Anne Harrisson","Alain Bolduc","Frédéric Lemieux","Laurie Bouffard","Marc Therrien","Glad'Ys Aubé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Claire St-Laurent","","","","Claire St-Laurent","","Constant Rosa","","","Claire St-Laurent","","","","",""
"44005","Saint-Venant-de-Paquette","5, chemin du Village","Saint-Venant-de-Paquette","5, chemin du Village","Saint-Venant-de-Paquette","J0B1S0","direction@saint-venant-de-paquette.ca","www.saint-venant-de-paquette.ca","8196583660","          ","05","Municipalité","Paquettevillien, ienne*","Estrie (05)","Coaticook (44)","MRC Coaticook (440)","","","1917-06-11","","58.72","71","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Saint-François (110)","58.67","Henri Pariseau","Gaétan Lavigne","Nathalie Lacasse","Claude Desbiens","Jacques Inkel","Marc Delorme","William Blue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Adèle Grou","","","","Adèle Grou","","","","","","Marc Turcotte","","","",""
"07075","Saint-Vianney","170 , avenue  Centrale C.P. 39","Saint-Vianney","C.P. 39","Saint-Vianney","G0J3J0","stvianney@mrcmatapedia.qc.ca","www.saint-vianney.net","4186294082","4186294821","05","Municipalité","Viannois, oise*","Bas-Saint-Laurent (01)","La Matapédia (07)","MRC La Matapédia (070)","","","1926-08-27","","146.18","434","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Matane-Matapédia (842)","145.38","Georges Guénard","Jean-Pierre Beaupré","Cathy Santerre","Monique Blanchette","Robert Charest","Martin Guy Plourde","Geneviève Verreault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mélanie Champagne","","","","Mélanie Champagne","","Ghislain Paradis","","Tommy Jean","Georges Guénard","","","Samuel Larouche","",""
"27008","Saint-Victor","287, rue Marchand","Saint-Victor","287, rue Marchand","Saint-Victor","G0M2B0","info@st-victor.qc.ca","www.st-victor.qc.ca","4185886854","0000000000","05","Municipalité","Victorois, oise*","Chaudière-Appalaches (12)","Robert-Cliche (27)","MRC Beauce-Centre (270)","","","1996-12-31","","121.62","2358","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Beauce-Nord (806)","119.5","Jonathan V. Bolduc","Xavier Bouhy","Dany Plante","Richard Doyon","Patricia Bolduc","Éric Bélanger","Nancy Lessard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carole-Anne Jacques","","","","Carole-Anne Jacques","","Steve Bureau","André Veilleux","Robert Jacques","Carole-Anne Jacques","","Myriam Bélanger","Vanessa Bolduc-Roy","",""
"50023","Saint-Wenceslas","1055, rue Richard","Saint-Wenceslas","1055, rue Richard","Saint-Wenceslas","G0Z1J0","dg@municipalitestwenceslas.com","municipalitestwenceslas.com","8192247784","8192244036","05","Municipalité","Wenceslois, oise*","Centre-du-Québec (17)","Nicolet-Yamaska (50)","MRC Nicolet-Yamaska (500)","","","1995-10-11","","79.75","1227","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Nicolet-Bécancour (150)","79.26","Réal Deschênes","Martine Bechtold","Bianka Langlais","Sophie Martinbeault","Patricia Lebel","Jimmy Frank Dion","Renaud Hould","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carole Hélie","","","","Carole Hélie","","Martin Houle","Stéphanie Béliveau","Carole Hélie","","","","Poste Vacant","",""
"28005","Saint-Zacharie","726, rue 15e","Saint-Zacharie","726, rue 15e","Saint-Zacharie","G0M2C0","munzac@sogetel.net","www.st-zacharie.qc.ca","4185933185","4185933085","05","Municipalité","Zacharois, oise*","Chaudière-Appalaches (12)","Les Etchemins (28)","MRC Les Etchemins (280)","","","1990-04-18","","188.68","1654","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Beauce-Sud (802)","187.01","Camil Cloutier","Jocelyn Faucher","Poste Vacant","Gilles Couture","Donald Lachance","Pierre Grondines","Joey Cloutier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brigitte Larivière","","","","Brigitte Larivière","","Hugo Bélanger","Érika Maranda-Chabot","Nicolas Veilleux","","","","Gabriel Gosselin","",""
"62080","Saint-Zénon","6101, rue Principale","Saint-Zénon","6101, rue Principale","Saint-Zénon","J0K3N0","municipalite@st-zenon.org","www.saint-zenon.com","4508845987","4508845285","05","Municipalité","Zénonien, ienne*","Lanaudière (14)","Matawinie (62)","MRC Matawinie (620)","","","1895-10-07","","493.24","1342","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Berthier (566)","458.96","Karl Lacouvée","Cécile Comtois","André Leroux","Marie-Claude Sauvé","Mélodie Vaillancourt","Denis Champagne","Vanessa Beaulieu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Paul Fournier","","","","Paul Fournier","","Dany Rondeau","Sophie Thériault","","Paul Fournier","","Sophie Thériault","Manon Fortin","",""
"07035","Saint-Zénon-du-Lac-Humqui","146, route 195","Succ. 146, 195 RTE, LAC-HUMQUI","146, route 195","Succ. 146, 195 RTE, LAC-HUMQUI","G0J1N0","lachumqui@mrcmatapedia.quebec","www.lachumqui.com","4187432177","4187432883","04","Paroisse","Lac-Humquien, ienne*","Bas-Saint-Laurent (01)","La Matapédia (07)","MRC La Matapédia (070)","","","1920-04-28","","114.96","366","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Matane-Matapédia (842)","112.8","Gino Canuel","Caroline Dumont","Diane Soucy","Karine Dechamplain","Nancy Malenfant","Normand Henley","Marc Michaud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Isabelle Desjardins","","","","Isabelle Desjardins","","","","Rénald Migneault","Poste Vacant","","","Samuel Larouche","",""
"50090","Saint-Zéphirin-de-Courval","1232, rang Saint-Pierre","Saint-Zéphirin-de-Courval","1232, rang Saint-Pierre","Saint-Zéphirin-de-Courval","J0G1V0","municipalite@saint-zephirin.ca","www.saint-zephirin.ca","4505642188","4505642339","04","Paroisse","Zéphirinois, oise*","Centre-du-Québec (17)","Nicolet-Yamaska (50)","MRC Nicolet-Yamaska (500)","","","1855-07-01","","71.77","725","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Nicolet-Bécancour (150)","71.72","Mathieu Lemire","Yvan Fréchette","Sylvie Jutras","Rachel Fahlman","Dany Drolet","Poste Vacant","François Leclerc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hélène Chassé","","","","Hélène Chassé","","Jonathan Lanoue","Sophie Lamothe","","Hélène Chassé","","","Matin Miron","Matin Miron",""
"71025","Saint-Zotique","1250, rue Principale","Saint-Zotique","1250, rue Principale","Saint-Zotique","J0P1Z0","dg@st-zotique.com","www.st-zotique.com","4502679335","4502670907","10","Ville","Zotiquien, ienne*","Montérégie (16)","Vaudreuil-Soulanges (71)","MRC Vaudreuil-Soulanges (710)","","","1967-05-27","","50.1","10245","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Soulanges (220)","24.98","Yvon Chiasson","Jonathan Anderson","Yannick Guay","Patrick Lecuyer","Éric Lachance","Jean-Pierre Daoust","Paul Forget","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sylvain Chevrier","","Jessica Leroux","Julie Paradis","","","Michel Pitre","","","","","Guillaume Maheu Drouin","","Amélie Brien",""
"70052","Salaberry-de-Valleyfield","61, rue Sainte-Cécile","Salaberry-de-Valleyfield","61, rue Sainte-Cécile","Salaberry-de-Valleyfield","J6T1L8","direction.generale@ville.valleyfield.qc.ca","www.ville.valleyfield.qc.ca","4503704300","4503704388","10","Ville","Campivallensien, ienne*","Montérégie (16)","Beauharnois-Salaberry (70)","MRC Beauharnois-Salaberry (700)","","","2002-04-24","","126.99","44561","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Beauharnois (218)","107.21","Miguel Lemieux","Lyne Lefebvre","Jean-Marc Rochon","France Chenail","Stéphane Leduc","Normand Amesse","Patrick Rancourt","Jean-François Giroux","Sophie Sirois-Perras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manon Bernard","","Johanne Plante","Valérie Tremblay","","","Frédéric Paquette","","Stéphane Bellefeuille","","","Anne-Marie Lefebvre","","",""
"99887","Salluit","","","","","","","","0000000000","0000000000","23","Terre de la catégorie I","","Nord-du-Québec (10)","Nord-du-Québec (99)","","Administration régionale Kativik (992)","","1995-05-02","","606.04","0","","B","En bloc / tout le conseil","","","","","Ungava (938)","587.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99135","Salluit","74, street Aqqutituqaq","Salluit","C.P. 240","Salluit","J0M1S0","nvstreasurer@nvsalluit.ca","www.nvsalluit.ca","8192558953","8192558802","09","Village nordique","Sallumiuq, miuq","Nord-du-Québec (10)","Nord-du-Québec (99)","","Administration régionale Kativik (992)","","1979-12-29","","14.48","1629","2024-11-06","B","En bloc / tout le conseil","E","Élection","","","Ungava (938)","14.34","Paulusie Saviadjuk","Annie Alaku","Qualingo Angutigirk","Adamie Naluiyuk","Putulik P. Papigatuk","Annie Okituk Kenuayuak","Mary Tukiliaq Papigatuk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Captain Tony Paquet","","","Susie P. Alaku","Captain Tony Paquet","","","","","","","","",""
"21902","Sault-au-Cochon","","","","","","","","0000000000","0000000000","25","Territoire non organisé","","Capitale-Nationale (03)","La Côte-de-Beaupré (21)","MRC La Côte-de-Beaupré (210)","","","","","71.95","0","","B","En bloc / tout le conseil","","","","","Charlevoix--Côte-de-Beaupré (760)","71.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07085","Sayabec","3, rue Keable","Sayabec","3, rue Keable","Sayabec","G0J3K0","joel.charest@mrcmatapedia.quebec","www.municipalitesayabec.com","4185365440","4185365572","05","Municipalité","Sayabécois, oise","Bas-Saint-Laurent (01)","La Matapédia (07)","MRC La Matapédia (070)","","","1982-12-24","","140.32","1771","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Matane-Matapédia (842)","131.34","Marcel Belzile","Frédéric Caron","Rémi Carrier","Joannie Lajoie","Patrick Santerre","Marie Élément","Lorenzo Ouellet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Joël Charest","","","","Joël Charest","","","","Martin Roy","Joël Charest","","","Nicolas Lepage","",""
